งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
11 ส.ค. 2558,8.7954,8.811,9.1061
13 ส.ค. 2558,8.6615,8.6885,8.9601
14 ส.ค. 2558,8.5015,8.5364,8.8268
17 ส.ค. 2558,8.4347,8.4571,8.7359
18 ส.ค. 2558,8.4946,8.5154,8.8027
19 ส.ค. 2558,8.551,8.5669,8.8588
20 ส.ค. 2558,8.4923,8.5226,8.8015
21 ส.ค. 2558,8.4334,8.4503,8.7574
24 ส.ค. 2558,8.279,8.2981,8.5657
25 ส.ค. 2558,8.2535,8.2605,8.5418
26 ส.ค. 2558,8.2064,8.2205,8.5134
27 ส.ค. 2558,8.2619,8.2743,8.5527
28 ส.ค. 2558,8.3251,8.3373,8.6143
31 ส.ค. 2558,8.1169,8.3813,8.7172
01 ก.ย. 2558,8.4651,8.4821,8.7681
02 ก.ย. 2558,8.3491,8.3718,8.6772
03 ก.ย. 2558,8.3169,8.3402,8.6324
04 ก.ย. 2558,8.2765,8.3063,8.5976
07 ก.ย. 2558,8.2235,8.2432,8.5155
08 ก.ย. 2558,8.1868,8.1919,8.4675
09 ก.ย. 2558,8.2029,8.2274,8.4981
10 ก.ย. 2558,8.1918,8.2112,8.4744
11 ก.ย. 2558,8.2284,8.2461,8.5104
14 ก.ย. 2558,8.1122,8.1793,8.5114
15 ก.ย. 2558,8.2178,8.2313,8.5147
16 ก.ย. 2558,8.2073,8.2141,8.5065
17 ก.ย. 2558,8.2074,8.2498,8.5871
18 ก.ย. 2558,8.2377,8.2772,8.6181
21 ก.ย. 2558,8.2739,8.2938,8.5605
22 ก.ย. 2558,8.2461,8.2692,8.55
23 ก.ย. 2558,8.1887,8.2027,8.4784
24 ก.ย. 2558,8.1976,8.2176,8.496
25 ก.ย. 2558,8.1281,8.1487,8.4258
28 ก.ย. 2558,8.1007,8.1205,8.4072
29 ก.ย. 2558,8.0304,8.0599,8.3106
30 ก.ย. 2558,8.0491,8.0563,8.3064
01 ต.ค. 2558,8.1277,8.141,8.3897
02 ต.ค. 2558,8.1091,8.1188,8.3909
05 ต.ค. 2558,8.1336,8.1543,8.4422
06 ต.ค. 2558,8.1776,8.1951,8.4648
07 ต.ค. 2558,8.2022,8.231,8.5153
08 ต.ค. 2558,8.3755,8.4058,8.6811
09 ต.ค. 2558,8.4912,8.5063,8.7844
12 ต.ค. 2558,8.3814,8.3991,8.7019
13 ต.ค. 2558,8.3461,8.3657,8.6303
14 ต.ค. 2558,8.3186,8.3604,8.6782
15 ต.ค. 2558,8.395,8.4171,8.7001
16 ต.ค. 2558,8.3492,8.3815,8.6514
19 ต.ค. 2558,8.2421,8.267,8.5489
20 ต.ค. 2558,8.185,8.2127,8.5032
21 ต.ค. 2558,8.1132,8.1401,8.4107
22 ต.ค. 2558,8.1777,8.1942,8.4597
26 ต.ค. 2558,8.1102,8.18,8.5478
27 ต.ค. 2558,8.207,8.2263,8.5289
28 ต.ค. 2558,8.16,8.1799,8.4426
29 ต.ค. 2558,8.1605,8.1773,8.4565
30 ต.ค. 2558,8.1294,8.1505,8.429
02 พ.ย. 2558,8.1433,8.1641,8.4529
03 พ.ย. 2558,8.1546,8.1747,8.4535
04 พ.ย. 2558,8.195,8.2155,8.4878
05 พ.ย. 2558,8.1416,8.1625,8.4334
06 พ.ย. 2558,8.1276,8.1496,8.4513
09 พ.ย. 2558,8.0763,8.0959,8.3838
10 พ.ย. 2558,8.0624,8.085,8.3851
11 พ.ย. 2558,8.0716,8.0944,8.3755
12 พ.ย. 2558,8.0664,8.0893,8.3596
13 พ.ย. 2558,8.0593,8.0664,8.3512
16 พ.ย. 2558,8.0413,8.0553,8.3871
17 พ.ย. 2558,8.0761,8.0975,8.3907
18 พ.ย. 2558,8.0688,8.0878,8.359
19 พ.ย. 2558,8.1029,8.1203,8.4016
20 พ.ย. 2558,8.1708,8.1811,8.4475
23 พ.ย. 2558,8.1747,8.1843,8.4702
24 พ.ย. 2558,8.234,8.2502,8.534
25 พ.ย. 2558,8.3393,8.3637,8.6499
26 พ.ย. 2558,8.3257,8.346,8.632
27 พ.ย. 2558,8.3122,8.3357,8.6202
30 พ.ย. 2558,8.2602,8.2774,8.5524
01 ธ.ค. 2558,8.2961,8.3164,8.6028
02 ธ.ค. 2558,8.3325,8.3522,8.6393
03 ธ.ค. 2558,8.3045,8.3196,8.606
04 ธ.ค. 2558,8.3457,8.3594,8.648
08 ธ.ค. 2558,8.2847,8.308,8.5827
09 ธ.ค. 2558,8.2409,8.3099,8.5857
11 ธ.ค. 2558,8.2912,8.3168,8.5916
14 ธ.ค. 2558,8.2161,8.2275,8.5132
15 ธ.ค. 2558,8.194,8.2148,8.4871
16 ธ.ค. 2558,8.2073,8.228,8.4874
17 ธ.ค. 2558,8.2011,8.2141,8.4929
18 ธ.ค. 2558,8.233,8.2494,8.5332
21 ธ.ค. 2558,8.2514,8.2742,8.5487
22 ธ.ค. 2558,8.2442,8.2692,8.5673
23 ธ.ค. 2558,8.2236,8.2498,8.5461
24 ธ.ค. 2558,8.24,8.2612,8.5332
25 ธ.ค. 2558,8.2262,8.2484,8.5445
28 ธ.ค. 2558,8.2282,8.2499,8.5472
29 ธ.ค. 2558,8.2622,8.2818,8.568
30 ธ.ค. 2558,8.2675,8.2898,8.5661
04 ม.ค. 2559,8.1564,8.2076,8.5524
05 ม.ค. 2559,8.174,8.1852,8.4702
06 ม.ค. 2559,8.1718,8.1766,8.4827
07 ม.ค. 2559,8.0839,8.0963,8.3702
08 ม.ค. 2559,8.1529,8.159,8.4289
11 ม.ค. 2559,8.1073,8.1148,8.4002
12 ม.ค. 2559,8.1337,8.162,8.4254
13 ม.ค. 2559,8.1172,8.1371,8.3898
14 ม.ค. 2559,8.1267,8.1459,8.4179
15 ม.ค. 2559,8.1512,8.1642,8.441
18 ม.ค. 2559,8.0901,8.1096,8.4035
19 ม.ค. 2559,8.1269,8.1473,8.4288
20 ม.ค. 2559,8.1478,8.1625,8.4749
21 ม.ค. 2559,8.1476,8.1581,8.4291
22 ม.ค. 2559,8.1702,8.2033,8.4882
25 ม.ค. 2559,8.2369,8.2495,8.5301
26 ม.ค. 2559,8.2513,8.2708,8.5453
27 ม.ค. 2559,8.2622,8.2825,8.5572
28 ม.ค. 2559,8.3158,8.3166,8.6244
29 ม.ค. 2559,8.481,8.4884,8.7745
01 ก.พ. 2559,8.443,8.4659,8.7218
02 ก.พ. 2559,8.3723,8.3823,8.6491
03 ก.พ. 2559,8.3107,8.3344,8.6121
04 ก.พ. 2559,8.4127,8.4207,8.7326
05 ก.พ. 2559,8.444,8.4617,8.7483
08 ก.พ. 2559,8.3958,8.42,8.7083
09 ก.พ. 2559,8.3875,8.4112,8.6754
10 ก.พ. 2559,8.3528,8.3679,8.634
11 ก.พ. 2559,8.4115,8.4413,8.7249
