งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
30 ธ.ค. 2557,4.2037,4.2197,4.2835
05 ม.ค. 2558,4.2111,4.228,4.2881
06 ม.ค. 2558,4.2046,4.221,4.2816
07 ม.ค. 2558,4.1951,4.212,4.2722
08 ม.ค. 2558,4.1956,4.2128,4.2745
09 ม.ค. 2558,4.1928,4.2093,4.2702
12 ม.ค. 2558,4.1912,4.208,4.2692
13 ม.ค. 2558,4.1913,4.2078,4.2698
14 ม.ค. 2558,4.187,4.2032,4.2624
15 ม.ค. 2558,4.1783,4.1958,4.2545
16 ม.ค. 2558,4.1665,4.1801,4.2506
19 ม.ค. 2558,4.1514,4.1641,4.2326
20 ม.ค. 2558,4.173,4.1861,4.2509
21 ม.ค. 2558,4.1663,4.1833,4.2503
22 ม.ค. 2558,4.1573,4.1707,4.2345
23 ม.ค. 2558,4.1523,4.1652,4.2402
26 ม.ค. 2558,4.1544,4.1667,4.235
27 ม.ค. 2558,4.1538,4.168,4.2354
28 ม.ค. 2558,4.1604,4.1701,4.2404
29 ม.ค. 2558,4.1607,4.1752,4.2381
30 ม.ค. 2558,4.1735,4.1865,4.2544
02 ก.พ. 2558,4.1625,4.1765,4.2461
03 ก.พ. 2558,4.1491,4.1622,4.227
04 ก.พ. 2558,4.1586,4.171,4.2365
05 ก.พ. 2558,4.1586,4.1712,4.2381
06 ก.พ. 2558,4.1517,4.1665,4.2342
09 ก.พ. 2558,4.1603,4.1711,4.2409
10 ก.พ. 2558,4.1548,4.1675,4.2378
11 ก.พ. 2558,4.1593,4.1759,4.2419
12 ก.พ. 2558,4.1681,4.1809,4.2457
13 ก.พ. 2558,4.1594,4.1735,4.2382
16 ก.พ. 2558,4.1539,4.1681,4.2365
17 ก.พ. 2558,4.1529,4.1668,4.2381
18 ก.พ. 2558,4.1509,4.1633,4.234
19 ก.พ. 2558,4.1475,4.1628,4.2296
20 ก.พ. 2558,4.1495,4.1613,4.2318
23 ก.พ. 2558,4.1487,4.1602,4.2322
24 ก.พ. 2558,4.1527,4.1656,4.2326
25 ก.พ. 2558,4.1493,4.1645,4.2311
26 ก.พ. 2558,4.1396,4.155,4.2175
27 ก.พ. 2558,4.1267,4.1392,4.2095
02 มี.ค. 2558,4.1268,4.1404,4.2074
03 มี.ค. 2558,4.1248,4.1371,4.2066
05 มี.ค. 2558,4.1309,4.1446,4.2106
06 มี.ค. 2558,4.1338,4.1451,4.2158
09 มี.ค. 2558,4.1493,4.1638,4.2321
10 มี.ค. 2558,4.1574,4.1714,4.2368
11 มี.ค. 2558,4.1671,4.1787,4.2494
12 มี.ค. 2558,4.1871,4.1993,4.2666
13 มี.ค. 2558,4.1797,4.1925,4.26
16 มี.ค. 2558,4.1868,4.2006,4.2755
17 มี.ค. 2558,4.19,4.204,4.2762
18 มี.ค. 2558,4.1894,4.2027,4.277
19 มี.ค. 2558,4.1648,4.1775,4.2608
20 มี.ค. 2558,4.1637,4.1779,4.2574
23 มี.ค. 2558,4.1518,4.1613,4.2402
24 มี.ค. 2558,4.1451,4.1592,4.2332
25 มี.ค. 2558,4.1478,4.1622,4.2275
26 มี.ค. 2558,4.1506,4.1628,4.2364
27 มี.ค. 2558,4.1516,4.1671,4.2378
30 มี.ค. 2558,4.1569,4.1696,4.2411
31 มี.ค. 2558,4.1482,4.1638,4.2344
01 เม.ย. 2558,4.1417,4.1573,4.2293
02 เม.ย. 2558,4.1375,4.1488,4.2221
03 เม.ย. 2558,4.1393,4.1528,4.2244
07 เม.ย. 2558,4.1421,4.155,4.2256
08 เม.ย. 2558,4.1512,4.1632,4.2357
09 เม.ย. 2558,4.1511,4.1621,4.2424
10 เม.ย. 2558,4.1564,4.1706,4.2444
16 เม.ย. 2558,4.1328,4.15,4.2185
17 เม.ย. 2558,4.1329,4.1484,4.214
20 เม.ย. 2558,4.1254,4.1406,4.2099
21 เม.ย. 2558,4.1332,4.1467,4.2194
22 เม.ย. 2558,4.1295,4.1419,4.213
23 เม.ย. 2558,4.1293,4.1429,4.2199
24 เม.ย. 2558,4.1399,4.1513,4.2261
27 เม.ย. 2558,4.155,4.1672,4.2433
28 เม.ย. 2558,4.1603,4.1735,4.2489
29 เม.ย. 2558,4.164,4.1788,4.2552
30 เม.ย. 2558,4.1886,4.2018,4.2806
06 พ.ค. 2558,4.2347,4.2492,4.3312
07 พ.ค. 2558,4.255,4.2666,4.3435
08 พ.ค. 2558,4.2727,4.2862,4.3644
11 พ.ค. 2558,4.278,4.288,4.3691
12 พ.ค. 2558,4.3059,4.3202,4.3951
13 พ.ค. 2558,4.2932,4.3079,4.3835
14 พ.ค. 2558,4.26,4.273,4.357
15 พ.ค. 2558,4.2775,4.2915,4.3653
18 พ.ค. 2558,4.2676,4.2801,4.3572
19 พ.ค. 2558,4.2546,4.2652,4.3464
20 พ.ค. 2558,4.2779,4.2911,4.3698
21 พ.ค. 2558,4.269,4.2775,4.3642
22 พ.ค. 2558,4.2603,4.2708,4.3482
25 พ.ค. 2558,4.271,4.2842,4.3598
26 พ.ค. 2558,4.29,4.3058,4.3813
27 พ.ค. 2558,4.3043,4.3186,4.3952
28 พ.ค. 2558,4.3014,4.3157,4.3972
29 พ.ค. 2558,4.3004,4.3102,4.3908
02 มิ.ย. 2558,4.3011,4.3137,4.3941
03 มิ.ย. 2558,4.2935,4.3059,4.3873
