งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
25 ก.พ. 2558,0.4712,0.4915,0.5574
26 ก.พ. 2558,0.47,0.4909,0.5568
27 ก.พ. 2558,0.4732,0.4924,0.5595
02 มี.ค. 2558,0.4667,0.4897,0.5539
03 มี.ค. 2558,0.4661,0.4887,0.5584
05 มี.ค. 2558,0.4643,0.4875,0.557
06 มี.ค. 2558,0.4728,0.4895,0.5541
09 มี.ค. 2558,0.4676,0.4898,0.5536
10 มี.ค. 2558,0.4626,0.4866,0.553
11 มี.ค. 2558,0.4662,0.4893,0.5572
12 มี.ค. 2558,0.4672,0.4888,0.5619
13 มี.ค. 2558,0.466,0.4895,0.5574
16 มี.ค. 2558,0.4743,0.4915,0.5536
17 มี.ค. 2558,0.4708,0.491,0.5576
18 มี.ค. 2558,0.4724,0.4917,0.5584
19 มี.ค. 2558,0.4699,0.4871,0.5533
20 มี.ค. 2558,0.4734,0.4905,0.5585
23 มี.ค. 2558,0.4653,0.4884,0.5595
24 มี.ค. 2558,0.4744,0.4916,0.5577
25 มี.ค. 2558,0.473,0.4892,0.5543
26 มี.ค. 2558,0.4728,0.4881,0.5542
27 มี.ค. 2558,0.4688,0.4893,0.5518
30 มี.ค. 2558,0.4737,0.4911,0.5517
31 มี.ค. 2558,0.4636,0.4881,0.5529
01 เม.ย. 2558,0.4683,0.4928,0.5491
02 เม.ย. 2558,0.4636,0.4876,0.5526
03 เม.ย. 2558,0.4715,0.4907,0.5594
07 เม.ย. 2558,0.4712,0.4901,0.5513
08 เม.ย. 2558,0.4753,0.4912,0.5555
09 เม.ย. 2558,0.4779,0.4889,0.5596
10 เม.ย. 2558,0.4759,0.4871,0.5573
16 เม.ย. 2558,0.4475,0.4836,0.5533
17 เม.ย. 2558,0.4622,0.4851,0.5525
20 เม.ย. 2558,0.4595,0.4815,0.5506
21 เม.ย. 2558,0.4645,0.4823,0.5477
22 เม.ย. 2558,0.464,0.481,0.55
