งวด,ซื้อตั๋วเงิน,ซื้อเงินโอน,อัตราขาย
27 เม.ย. 2558,-,0.1502,0.1516
28 เม.ย. 2558,-,0.1505,0.1518
29 เม.ย. 2558,-,0.1507,0.152
30 เม.ย. 2558,-,0.1515,0.1529
06 พ.ค. 2558,-,0.1529,0.1543
07 พ.ค. 2558,-,0.1534,0.1549
08 พ.ค. 2558,-,0.1539,0.1554
11 พ.ค. 2558,-,0.1539,0.1555
12 พ.ค. 2558,-,0.1549,0.1563
13 พ.ค. 2558,-,0.1545,0.1558
14 พ.ค. 2558,-,0.1531,0.1546
15 พ.ค. 2558,-,0.1533,0.1546
18 พ.ค. 2558,-,0.1531,0.1545
19 พ.ค. 2558,-,0.1524,0.1539
20 พ.ค. 2558,-,0.1533,0.1547
21 พ.ค. 2558,-,0.1529,0.1543
22 พ.ค. 2558,-,0.1525,0.1539
25 พ.ค. 2558,-,0.153,0.1543
26 พ.ค. 2558,-,0.1535,0.1549
27 พ.ค. 2558,-,0.1541,0.1554
28 พ.ค. 2558,-,0.1542,0.1556
29 พ.ค. 2558,-,0.154,0.1554
02 มิ.ย. 2558,-,0.1541,0.1554
03 มิ.ย. 2558,-,0.1538,0.1552
04 มิ.ย. 2558,-,0.1537,0.1551
05 มิ.ย. 2558,-,0.154,0.1554
08 มิ.ย. 2558,-,0.1546,0.156
09 มิ.ย. 2558,-,0.1539,0.1553
10 มิ.ย. 2558,-,0.1538,0.1552
11 มิ.ย. 2558,-,0.1536,0.155
12 มิ.ย. 2558,-,0.1539,0.1553
15 มิ.ย. 2558,-,0.1539,0.1553
16 มิ.ย. 2558,-,0.1538,0.1552
17 มิ.ย. 2558,-,0.1538,0.1552
18 มิ.ย. 2558,-,0.1536,0.155
19 มิ.ย. 2558,-,0.1536,0.155
22 มิ.ย. 2558,-,0.1536,0.155
23 มิ.ย. 2558,-,0.154,0.1553
24 มิ.ย. 2558,-,0.1542,0.1557
25 มิ.ย. 2558,-,0.1542,0.1556
26 มิ.ย. 2558,-,0.154,0.1554
29 มิ.ย. 2558,-,0.1543,0.1557
30 มิ.ย. 2558,-,0.154,0.1553
02 ก.ค. 2558,-,0.1543,0.1557
03 ก.ค. 2558,-,0.1542,0.1556
06 ก.ค. 2558,-,0.1544,0.1558
07 ก.ค. 2558,-,0.1544,0.1558
08 ก.ค. 2558,-,0.1551,0.1564
09 ก.ค. 2558,-,0.155,0.1564
10 ก.ค. 2558,-,0.1548,0.1562
13 ก.ค. 2558,-,0.155,0.1564
14 ก.ค. 2558,-,0.1553,0.1567
15 ก.ค. 2558,-,0.1554,0.1568
16 ก.ค. 2558,-,0.1561,0.1574
17 ก.ค. 2558,-,0.156,0.1574
20 ก.ค. 2558,-,0.1564,0.1578
21 ก.ค. 2558,-,0.1572,0.1586
22 ก.ค. 2558,-,0.1576,0.159
23 ก.ค. 2558,-,0.1587,0.1601
24 ก.ค. 2558,-,0.159,0.1604
27 ก.ค. 2558,-,0.1589,0.1604
28 ก.ค. 2558,-,0.159,0.1604
29 ก.ค. 2558,-,0.1591,0.1605
31 ก.ค. 2558,-,0.1605,0.1619
03 ส.ค. 2558,-,0.1599,0.1614
04 ส.ค. 2558,-,0.1602,0.1616
05 ส.ค. 2558,-,0.1602,0.1616
06 ส.ค. 2558,-,0.1604,0.1618
07 ส.ค. 2558,-,0.1604,0.1618
10 ส.ค. 2558,-,0.1602,0.1617
11 ส.ค. 2558,-,0.1608,0.1623
13 ส.ค. 2558,-,0.1592,0.1606
14 ส.ค. 2558,-,0.1587,0.1602
17 ส.ค. 2558,-,0.1592,0.1606
18 ส.ค. 2558,-,0.1601,0.1616
19 ส.ค. 2558,-,0.1604,0.1617
20 ส.ค. 2558,-,0.158,0.1594
21 ส.ค. 2558,-,0.1585,0.1599
24 ส.ค. 2558,-,0.1582,0.1595
25 ส.ค. 2558,-,0.1572,0.1586
26 ส.ค. 2558,-,0.1574,0.1588
27 ส.ค. 2558,-,0.1574,0.1588
